Unnamed: 0,Ticker,Name,Last,SectorCode,IndCode,Price,MktCap,Vol3MAvg,Pr52W%Chg,Pr4W%Chg,Pr4WRel%ChgInd,Pr4WRel%Chg,Yield,PEExclXorPTM,PEG,PERelative,ProjPECurFY,ProjPENextFY,Pr2BookQ,Pr2NetFrCashFlTTM,Pr2SalesTTM
105,NUS:USA 3M 1Y 3YNUS:USA3M1Y3Y Customize...,Nu Skin Enterprises Inc.,44.12,NONCYCLICAL,PERSONALCAREPRODUCT,44.12,2214.82,12.34,-23.4,0.3,0.36,6.36,3.49,14.09,,36.17,11.84,11.01,2.41,70.01,0.86
106,NUVA:USA 3M 1Y 3YNUVA:USA3M1Y3Y Customize...,NuVasive Inc,49.0,HEALTHCARE,MEDDEVICESGEN,49.0,2545.5,10.92,-28.28,-7.72,-1.93,-1.66,0.0,,0.97,,21.17,18.74,3.78,81.41,2.65
107,NVCR:USA 3M 1Y 3YNVCR:USA3M1Y3Y Customize...,NovoCure Ltd,57.99,HEALTHCARE,MEDDEVICESOTHER,57.99,6063.38,13.5,-73.7,-21.69,-3.2,-15.63,0.0,1941.96,,,,,13.86,167.8,11.23
108,NVDA:USA 3M 1Y 3YNVDA:USA3M1Y3Y Customize...,NVIDIA Corporation,158.8,TECH,SEMIMFR,158.8,397635.21,1215.56,-13.82,-7.26,-2.15,-1.2,0.1,73.33,1.25,29.88,29.08,24.25,15.31,53.53,13.64
109,NVMI:USA 3M 1Y 3YNVMI:USA3M1Y3Y Customize...,Nova Ltd,89.83,TECH,SEMIEQUIPSVCE,89.83,2567.26,3.2,-8.76,-9.44,-3.45,-3.38,0.0,44.14,2.11,24.92,18.82,17.87,5.79,26.67,6.16
110,NVR:USA 3M 1Y 3YNVR:USA3M1Y3Y Customize...,NVR Inc.,3699.92,CYCLICALS,HOMEBUILDMANUF,3699.92,12264.62,0.5,-23.2,-10.97,-10.22,-4.91,0.0,21.05,0.28,-12.24,7.36,7.69,4.96,11.23,1.49
111,NVRO:USA 3M 1Y 3YNVRO:USA3M1Y3Y Customize...,Nevro Corp,42.17,HEALTHCARE,MEDDEVICESOTHER,42.17,1484.11,11.74,-74.11,-5.11,-3.2,0.95,0.0,,,,,,6.15,,3.83
112,NVST:USA 3M 1Y 3YNVST:USA3M1Y3Y Customize...,Envista Holdings Corp,35.59,HEALTHCARE,MEDDEVICESOTHER,35.59,5786.93,38.84,-18.28,-15.44,-3.2,-9.38,0.0,66.3,1.31,,17.55,15.62,1.59,23.0,2.43
113,NVT:USA 3M 1Y 3YNVT:USA3M1Y3Y Customize...,nVent Electric plc,30.81,INDUSTRIAL,ELECTREQUIP,30.81,5125.15,18.41,0.52,-10.02,-0.89,-3.96,2.27,33834.44,,,13.98,12.77,2.05,30.15,1.99
114,NWBI:USA 3M 1Y 3YNWBI:USA3M1Y3Y Customize...,Northwest Bancshares Inc,12.21,FINANCIAL,BANKSUSA,12.21,1546.84,18.99,-11.52,-1.85,4.64,4.21,6.55,16.48,,3.39,13.39,12.46,1.02,,3.01
115,NWL:USA 3M 1Y 3YNWL:USA3M1Y3Y Customize...,Newell Brands Inc,18.11,NONCYCLICAL,PRODHOUSEIND,18.11,7530.14,71.75,-31.76,-7.93,-2.9,-1.87,5.08,19.78,1.51,,9.49,8.63,1.93,,0.72
116,NWSA:USA 3M 1Y 3YNWSA:USA3M1Y3Y Customize...,News Corp,15.5,CONSUMERSVCE,MEDIAPUB,15.5,9101.56,63.89,-39.76,-11.43,-6.02,-5.37,1.29,,,,18.02,16.58,1.09,15.82,0.9
117,NXGN:USA 3M 1Y 3YNXGN:USA3M1Y3Y Customize...,NextGen Healthcare Inc,16.61,HEALTHCARE,HCARESUPPORT,16.61,1114.12,7.35,-4.98,-9.09,0.07,-3.03,0.0,115.07,4.19,30.81,16.99,15.69,2.65,29.37,1.88
118,NXPI:USA 3M 1Y 3YNXPI:USA3M1Y3Y Customize...,NXP Semiconductors NV,157.83,TECH,SEMIMFR,157.83,41438.74,62.38,-20.47,-10.22,-2.15,-4.16,2.14,131.35,0.59,0.94,11.44,10.99,6.43,28.47,3.6
119,NXRT:USA 3M 1Y 3YNXRT:USA3M1Y3Y Customize...,NexPoint Residential Trust Inc,59.15,FINANCIAL,REIT,59.15,1520.17,2.81,5.55,-16.83,-1.94,-10.77,2.57,139.45,,37.67,,,2.96,48.95,6.64
120,NXST:USA 3M 1Y 3YNXST:USA3M1Y3Y Customize...,Nexstar Media Group Inc.,160.35,CONSUMERSVCE,MEDIAPUB,160.35,6515.94,7.06,10.2,-8.26,-6.02,-2.2,2.25,8.03,0.18,7.38,6.23,7.36,2.31,6.63,1.42
121,NYCB:USA 3M 1Y 3YNYCB:USA3M1Y3Y Customize...,New York Community Bancorp Inc.,8.65,FINANCIAL,BANKSUSA,8.65,4039.76,175.08,-23.59,-11.37,4.64,-5.31,7.86,10.53,0.7,-5.68,6.53,6.57,0.63,,2.3
122,NYMT:USA 3M 1Y 3YNYMT:USA3M1Y3Y Customize...,New York Mortgage Trust Inc,2.36,FINANCIAL,REIT,2.36,899.75,87.62,-49.89,-19.18,-1.94,-13.12,16.95,5.58,,77.02,,7.57,0.54,,3.28
123,NYT:USA 3M 1Y 3YNYT:USA3M1Y3Y Customize...,The New York Times Company,29.7,CONSUMERSVCE,MEDIAPUB,29.7,4974.19,28.95,-29.52,-12.1,-6.02,-6.04,1.21,69.42,,-0.22,27.6,23.46,3.35,36.32,2.34
124,O:USA 3M 1Y 3YO:USA3M1Y3Y Customize...,Realty Income Corp.,64.87,FINANCIAL,REIT,64.87,39023.63,84.41,-4.69,-3.4,-1.94,2.66,4.58,66.55,10.89,73.27,45.64,45.69,1.51,200.92,15.79
125,OAS:USA 3M 1Y 3YOAS:USA3M1Y3Y Customize...,Oasis Petroleum Inc,135.76,ENERGY,FOSSILFUEL,135.76,2657.04,6.95,34.07,-2.25,2.26,3.81,1.72,2.15,0.26,,4.04,3.61,1.82,4.58,1.33
126,OC:USA 3M 1Y 3YOC:USA3M1Y3Y Customize...,Owens Corning,75.97,MATERIALS,MATCONSTR,75.97,7452.66,19.65,-21.01,-18.81,-0.97,-12.75,1.84,14.32,0.37,-6.06,6.52,6.41,1.75,8.19,0.85
127,ODFL:USA 3M 1Y 3YODFL:USA3M1Y3Y Customize...,Old Dominion Freight Line Inc,232.1,INDUSTRIAL,TRAINTRUCK,232.1,26403.96,22.11,-7.68,-2.67,-2.27,3.39,0.52,43.08,1.24,25.75,20.09,18.95,7.63,44.94,4.75
128,ODP:USA 3M 1Y 3YODP:USA3M1Y3Y Customize...,The ODP Corporation,35.0,CYCLICALS,RETAILOTHER,35.0,1718.24,8.83,-23.68,-14.11,1.0,-8.05,0.0,,,,8.23,8.34,1.2,8.54,0.21
129,ODTC:USA 3M 1Y 3YODTC:USA3M1Y3Y Customize...,Odonate Therapeutics Inc,1.52,HEALTHCARE,BIOPHARMANONSYS,1.52,58.51,1.09,-54.63,0.0,1.99,6.06,0.0,,,,,,0.81,,
130,OEC:USA 3M 1Y 3YOEC:USA3M1Y3Y Customize...,Orion Engineered Carbons SA,15.13,MATERIALS,CHEMCOMMOD,15.13,917.73,10.7,-22.09,-18.04,-3.14,-11.98,0.55,53.63,,2.07,6.61,5.82,2.45,,0.55
131,OFC:USA 3M 1Y 3YOFC:USA3M1Y3Y Customize...,Corporate Office Properties Trust,26.37,FINANCIAL,REIT,26.37,2964.48,16.37,-9.69,-0.9,-1.94,5.16,4.17,46.42,,11.3,18.93,23.04,1.8,53.38,4.12
132,OHI:USA 3M 1Y 3YOHI:USA3M1Y3Y Customize...,Omega Healthcare Investors Inc.,27.7,FINANCIAL,REIT,27.7,6598.31,61.67,-24.52,-3.45,-1.94,2.61,9.68,38.05,,0.56,14.84,18.54,1.75,,6.58
133,OI:USA 3M 1Y 3YOI:USA3M1Y3Y Customize...,O I Glass Inc,14.53,MATERIALS,PACKAGING,14.53,2269.82,24.21,-10.69,0.21,0.97,6.27,0.0,27.44,0.89,8.27,7.02,6.61,2.41,9.27,0.35
134,OKE:USA 3M 1Y 3YOKE:USA3M1Y3Y Customize...,ONEOK Inc,53.39,ENERGY,MIDSTREAMENERGY,53.39,23843.93,55.61,-3.96,-15.64,-5.26,-9.58,7.01,20.33,1.44,23.09,13.62,12.3,3.99,494.47,1.22
135,OKTA:USA 3M 1Y 3YOKTA:USA3M1Y3Y Customize...,Okta Inc,82.67,TECH,SOFTW,82.67,13039.29,71.54,-64.55,-0.43,-1.68,5.63,0.0,,,,,,2.35,181.96,8.8
136,OLED:USA 3M 1Y 3YOLED:USA3M1Y3Y Customize...,Universal Display Corp,107.36,TECH,COMPONENTS,107.36,5124.74,8.76,-49.76,-11.95,-1.26,-5.89,1.12,66.32,0.99,-5.21,23.21,19.81,4.5,39.96,8.94
137,OLMA:USA 3M 1Y 3YOLMA:USA3M1Y3Y Customize...,Olema Pharmaceuticals Inc,3.61,HEALTHCARE,BIOPHARMANONSYS,3.61,143.93,8.82,-85.78,56.96,1.99,63.02,0.0,,,,,,0.54,,
138,OLN:USA 3M 1Y 3YOLN:USA3M1Y3Y Customize...,Olin Corp,48.15,MATERIALS,CHEMCOMMOD,48.15,7309.17,41.25,4.27,-23.95,-3.14,-17.89,1.66,,0.08,0.72,4.88,5.11,2.74,5.02,0.81
139,OM:USA 3M 1Y 3YOM:USA3M1Y3Y Customize...,Outset Medical Inc,14.61,HEALTHCARE,MEDDEVICESOTHER,14.61,697.07,12.92,-71.45,-37.94,-3.2,-31.88,0.0,,,,,,2.01,,6.29
140,OMC:USA 3M 1Y 3YOMC:USA3M1Y3Y Customize...,Omnicom Group Inc,63.1,BIZSVCE,MKTINGPRINTING,63.1,12981.73,35.57,-20.94,-15.75,0.34,-9.69,4.44,17.87,2.2,15.94,9.38,8.86,4.41,22.61,0.93
141,OMCL:USA 3M 1Y 3YOMCL:USA3M1Y3Y Customize...,Omnicell Inc,107.07,HEALTHCARE,MEDDEVICESOTHER,107.07,4729.71,8.52,-27.14,-3.74,-3.2,2.32,0.0,167.07,1.06,1.05,27.47,23.88,4.77,46.33,4.28
142,OMF:USA 3M 1Y 3YOMF:USA3M1Y3Y Customize...,OneMain Holdings Inc,36.54,FINANCIAL,FINSPECIAL,36.54,4596.51,28.12,-38.09,-11.16,-6.04,-5.1,19.98,6.56,0.22,3.09,4.17,4.04,1.51,3.38,0.93
143,OMI:USA 3M 1Y 3YOMI:USA3M1Y3Y Customize...,Owens & Minor Inc.,30.13,HEALTHCARE,HCARESUPPORT,30.13,2292.47,15.89,-32.96,-15.03,0.07,-8.97,0.0,21.73,1.09,,8.99,7.79,2.42,18.49,0.23
144,ON:USA 3M 1Y 3YON:USA3M1Y3Y Customize...,ON Semiconductor Corp,52.46,TECH,SEMIMFR,52.46,22793.59,174.98,43.77,-6.44,-2.15,-0.38,0.0,47.24,0.33,9.07,10.71,10.65,4.71,16.2,3.27
145,ONB:USA 3M 1Y 3YONB:USA3M1Y3Y Customize...,Old National Bancorp,14.59,FINANCIAL,BANKSUSA,14.59,4274.27,51.96,-20.23,-5.07,4.64,0.98,3.84,10.94,,31.13,8.61,7.38,0.66,16.59,3.52
146,ONEM:USA 3M 1Y 3YONEM:USA3M1Y3Y Customize...,1Life Healthcare Inc,7.93,HEALTHCARE,PATIENTCARE,7.93,1534.32,44.85,-77.19,-9.37,-2.69,-3.31,0.0,,,,,,0.91,,2.02
147,ONTO:USA 3M 1Y 3YONTO:USA3M1Y3Y Customize...,Onto Innovation Inc,67.28,TECH,SEMIEQUIPSVCE,67.28,3326.19,5.81,-2.93,-7.71,-3.45,-1.65,0.0,56.8,,1.08,13.01,12.07,2.28,21.11,3.9
148,OPCH:USA 3M 1Y 3YOPCH:USA3M1Y3Y Customize...,Option Care Health Inc,25.99,HEALTHCARE,PATIENTCARE,25.99,4679.4,18.48,21.28,-10.04,-2.69,-3.98,0.0,342.05,1.07,,27.52,22.26,3.86,22.21,1.31
149,OPI:USA 3M 1Y 3YOPI:USA3M1Y3Y Customize...,Office Properties Income Trust,19.33,FINANCIAL,REIT,19.33,936.06,6.53,-34.76,-6.44,-1.94,-0.38,11.38,39.69,,,,,0.64,,1.61
150,ORCL:USA 3M 1Y 3YORCL:USA3M1Y3Y Customize...,Oracle Corp,67.72,TECH,SOFTW,67.72,180676.96,165.35,-13.17,1.01,-1.68,7.07,1.89,17.2,1.15,31.19,12.92,11.65,,118.2,4.38
151,ORI:USA 3M 1Y 3YORI:USA3M1Y3Y Customize...,Old Republic International Corp,21.04,FINANCIAL,INSURANCE,21.04,6486.7,44.45,-16.31,-7.15,1.28,-1.09,4.37,4.59,,0.35,8.48,8.2,0.95,11.18,0.7
152,ORLY:USA 3M 1Y 3YORLY:USA3M1Y3Y Customize...,O'Reilly Automotive Inc,586.72,CYCLICALS,AUTORETAIL,586.72,38676.54,13.44,7.26,-2.46,-2.11,3.6,0.0,21.12,1.41,22.8,17.82,15.97,,15.43,2.91
153,OSH:USA 3M 1Y 3YOSH:USA3M1Y3Y Customize...,Oak Street Health Inc,15.45,HEALTHCARE,PATIENTCARE,15.45,3724.56,38.11,-73.61,-10.23,-2.69,-4.17,0.0,,,,,,,,2.11
154,OSIS:USA 3M 1Y 3YOSIS:USA3M1Y3Y Customize...,OSI Systems Inc,80.84,TECH,COMMERCIALELECTRONICS,80.84,1377.83,1.97,-18.51,-0.12,0.68,5.94,0.0,28.41,1.18,-0.65,13.89,12.71,2.31,98.86,1.21
155,OSK:USA 3M 1Y 3YOSK:USA3M1Y3Y Customize...,Oshkosh Corp,81.77,INDUSTRIAL,MACHINE,81.77,5405.02,13.3,-31.97,-8.76,-0.2,-2.7,1.81,,0.47,,15.01,9.74,1.83,,
156,OSUR:USA 3M 1Y 3YOSUR:USA3M1Y3Y Customize...,OraSure Technologies Inc,2.78,HEALTHCARE,HCAREDIAGNOSTICS,2.78,201.01,23.08,-69.55,-48.99,-1.97,-42.93,0.0,,,,,,0.55,,0.83
157,OTEX:USA 3M 1Y 3YOTEX:USA3M1Y3Y Customize...,Open Text Corp,36.76,TECH,SOFTW,36.76,9831.64,11.82,-26.49,-3.92,-1.68,2.14,2.33,83.78,,10.13,11.49,10.49,2.46,13.81,2.86
158,OTIS:USA 3M 1Y 3YOTIS:USA3M1Y3Y Customize...,Otis Worldwide Corp,67.88,BIZSVCE,BIZSUPPORT,67.88,28699.66,50.31,-16.24,-6.49,0.43,-0.43,1.71,32.42,2.05,,20.93,18.68,,25.94,2.03
159,OUT:USA 3M 1Y 3YOUT:USA3M1Y3Y Customize...,Outfront Media Inc,17.36,FINANCIAL,REIT,17.36,2847.04,36.02,-27.76,-14.02,-1.94,-7.96,6.91,,1.65,28.77,17.81,12.9,2.17,,1.67
160,OXM:USA 3M 1Y 3YOXM:USA3M1Y3Y Customize...,Oxford Industries Inc.,88.51,CYCLICALS,APPARELPRODUCTS,88.51,1409.92,5.0,-11.49,6.29,1.66,12.35,2.49,,,1.68,9.0,8.93,2.87,13.03,1.2
161,OXY:USA 3M 1Y 3YOXY:USA3M1Y3Y Customize...,Occidental Petroleum Corp,55.68,ENERGY,FOSSILFUEL,55.68,52182.79,607.17,88.75,-12.95,2.26,-6.89,0.93,,,,5.44,7.02,3.67,6.33,1.92
162,OZK:USA 3M 1Y 3YOZK:USA3M1Y3Y Customize...,Bank OZK,35.93,FINANCIAL,BANKSUSA,35.93,4407.79,19.35,-12.04,-5.17,4.64,0.89,3.45,12.99,1.41,24.19,8.54,8.03,1.03,12.12,3.79
163,PACB:USA 3M 1Y 3YPACB:USA3M1Y3Y Customize...,Pacific Biosciences of California Inc,4.24,HEALTHCARE,HCAREMISC,4.24,951.15,149.38,-85.74,-24.29,-2.71,-18.23,0.0,,,,,,1.28,,7.0
164,PACW:USA 3M 1Y 3YPACW:USA3M1Y3Y Customize...,PacWest Bancorp,26.44,FINANCIAL,BANKSUSA,26.44,3105.3,28.23,-36.61,-10.92,4.64,-4.86,3.78,14.75,0.75,5.82,6.11,5.55,0.85,9.64,2.28
165,PAG:USA 3M 1Y 3YPAG:USA3M1Y3Y Customize...,Penske Automotive Group Inc,106.06,CYCLICALS,AUTORETAIL,106.06,8130.39,7.46,42.52,-2.61,-2.11,3.45,1.89,10.46,0.28,16.03,6.1,6.83,1.98,5.2,0.31
166,PAGS:USA 3M 1Y 3YPAGS:USA3M1Y3Y Customize...,PagSeguro Digital Ltd,11.08,FINANCIAL,FINSPECIAL,11.08,3632.69,93.73,-79.62,-22.95,-6.04,-16.89,0.0,77.85,0.48,-3.31,11.59,8.21,1.63,,1.69
167,PANW:USA 3M 1Y 3YPANW:USA3M1Y3Y Customize...,Palo Alto Networks Inc,475.36,TECH,COMMEQUIP,475.36,47345.85,34.36,28.15,8.94,0.96,14.99,0.0,,1.95,,63.79,51.33,139.26,29.28,9.09
168,PAR:USA 3M 1Y 3YPAR:USA3M1Y3Y Customize...,PAR Technology Corp,34.66,CONSUMERSVCE,HOSPITALITY,34.66,937.64,5.55,-48.95,-2.06,-0.05,4.0,0.0,,,,,,2.27,,3.03
169,PARA:USA 3M 1Y 3YPARA:USA3M1Y3Y Customize...,Paramount Global,24.56,CONSUMERSVCE,MEDIAPUB,24.56,15939.44,204.47,-40.04,-23.77,-6.02,-17.71,3.91,8.68,,0.84,9.49,11.77,0.71,,0.56
170,PARR:USA 3M 1Y 3YPARR:USA3M1Y3Y Customize...,Par Pacific Holdings Inc,15.96,ENERGY,DOWNSTREAMENERGY,15.96,959.38,16.33,-4.83,2.7,0.13,8.76,0.0,,,,7.52,12.82,7.53,,0.18
171,PATK:USA 3M 1Y 3YPATK:USA3M1Y3Y Customize...,Patrick Industries Inc,50.69,CYCLICALS,VEHICLE,50.69,1166.11,5.06,-30.31,-13.9,-2.89,-7.84,2.6,17.67,0.4,-4.11,3.9,4.87,1.58,15.6,0.28
172,PAYC:USA 3M 1Y 3YPAYC:USA3M1Y3Y Customize...,Paycom Software Inc,264.83,TECH,SOFTW,264.83,15364.11,9.58,-25.76,-1.79,-1.68,4.27,0.0,131.65,1.81,6.54,47.8,38.29,15.28,72.8,13.56
173,PAYX:USA 3M 1Y 3YPAYX:USA3M1Y3Y Customize...,Paychex Inc.,113.0,BIZSVCE,PROSVCE,113.0,40793.0,40.31,9.01,-2.45,0.01,3.61,2.8,32.93,2.8,53.14,30.13,27.88,12.5,88.79,9.13
174,PB:USA 3M 1Y 3YPB:USA3M1Y3Y Customize...,Prosperity Bancshares Inc,67.96,FINANCIAL,BANKSUSA,67.96,6263.18,12.32,-5.86,-2.66,4.64,3.4,3.06,13.1,1.18,22.17,12.01,11.21,0.96,13.48,5.38
175,PBF:USA 3M 1Y 3YPBF:USA3M1Y3Y Customize...,PBF Energy Inc,32.98,ENERGY,DOWNSTREAMENERGY,32.98,3977.97,71.25,103.33,8.1,0.13,14.16,0.0,,0.36,,4.23,11.04,2.08,9.32,0.13
176,PBH:USA 3M 1Y 3YPBH:USA3M1Y3Y Customize...,Prestige Consumer Healthcare Inc,54.77,HEALTHCARE,BIOPHARMAOTHER,54.77,2753.78,5.53,3.28,2.84,-1.84,8.89,0.0,14.49,1.53,24.73,13.04,12.18,1.77,10.87,2.57
177,PBI:USA 3M 1Y 3YPBI:USA3M1Y3Y Customize...,Pitney Bowes Inc.,3.63,INDUSTRIAL,DELIVERY,3.63,629.47,40.93,-58.28,-21.6,3.55,-15.54,5.51,,0.98,2.36,12.31,7.41,6.96,19.43,0.18
178,PCAR:USA 3M 1Y 3YPCAR:USA3M1Y3Y Customize...,PACCAR Inc,81.92,INDUSTRIAL,TRANSPORTEQUIP,81.92,28481.94,39.75,-6.27,0.61,-1.25,6.67,3.49,22.24,0.5,34.46,11.47,10.35,2.35,,1.18
179,PCH:USA 3M 1Y 3YPCH:USA3M1Y3Y Customize...,PotlatchDeltic Corp,45.23,FINANCIAL,REIT,45.23,3137.7,9.64,-14.01,-15.77,-1.94,-9.71,3.89,12.74,,-0.12,8.8,19.25,1.84,33.85,2.26
180,PCRX:USA 3M 1Y 3YPCRX:USA3M1Y3Y Customize...,Pacira BioSciences Inc,53.72,HEALTHCARE,BIOPHARMAOTHER,53.72,2420.86,11.3,-12.04,-14.78,-1.84,-8.72,0.0,18.36,0.51,,15.83,11.89,3.52,24.0,4.3
181,PCTY:USA 3M 1Y 3YPCTY:USA3M1Y3Y Customize...,Paylocity Holding Corp,160.09,TECH,SOFTW,160.09,8824.16,5.8,-13.39,0.95,-1.68,7.01,0.0,148.44,,6.79,53.41,49.34,15.96,95.45,11.41
182,PD:USA 3M 1Y 3YPD:USA3M1Y3Y Customize...,PagerDuty Inc,23.95,TECH,SOFTW,23.95,2101.79,27.29,-45.21,0.42,-1.68,6.48,0.0,,,,,368.46,8.15,,6.88
183,PDCE:USA 3M 1Y 3YPDCE:USA3M1Y3Y Customize...,PDC Energy Inc,64.78,ENERGY,FOSSILFUEL,64.78,6195.87,25.07,40.16,-2.91,2.26,3.15,2.16,,,,3.44,3.31,2.26,6.83,2.1
184,PDCO:USA 3M 1Y 3YPDCO:USA3M1Y3Y Customize...,Patterson Cos Inc,27.94,HEALTHCARE,HCAREMISC,27.94,2726.58,13.58,-20.8,-8.69,-2.71,-2.63,3.72,,1.27,21.12,13.23,12.45,2.64,,0.43
185,PDM:USA 3M 1Y 3YPDM:USA3M1Y3Y Customize...,Piedmont Office Realty Trust Inc,13.02,FINANCIAL,REIT,13.02,1605.77,17.5,-33.09,-10.82,-1.94,-4.76,6.45,10.08,,5.56,18.28,34.61,0.88,,3.0
186,PEAK:USA 3M 1Y 3YPEAK:USA3M1Y3Y Customize...,Healthpeak Properties Inc,24.22,FINANCIAL,REIT,24.22,13067.26,82.88,-28.43,-17.28,-1.94,-11.22,4.95,,,10.26,58.8,48.51,2.04,97.26,6.74
187,PEB:USA 3M 1Y 3YPEB:USA3M1Y3Y Customize...,Pebblebrook Hotel Trust,17.92,FINANCIAL,REIT,17.92,2345.81,32.98,-24.13,-18.06,-1.94,-12.0,0.22,,2.86,,,27.71,0.76,,2.58
188,PEGA:USA 3M 1Y 3YPEGA:USA3M1Y3Y Customize...,Pegasystems Inc,46.53,TECH,SOFTW,46.53,3806.25,11.91,-66.18,-4.59,-1.68,1.47,0.26,,,,54.92,35.21,9.35,508.98,2.98
189,PEN:USA 3M 1Y 3YPEN:USA3M1Y3Y Customize...,Penumbra Inc,120.14,HEALTHCARE,MEDDEVICESOTHER,120.14,4525.46,6.76,-56.1,-15.6,-3.2,-9.54,0.0,,11.95,,259.69,93.85,4.85,,5.94
190,PENN:USA 3M 1Y 3YPENN:USA3M1Y3Y Customize...,Penn National Gaming Inc,27.4,CONSUMERSVCE,HOSPITALITY,27.4,4552.83,88.1,-63.96,-10.66,-0.05,-4.6,0.0,,,5.75,16.02,10.87,1.28,6.63,0.81
191,PEP:USA 3M 1Y 3YPEP:USA3M1Y3Y Customize...,PepsiCo Inc,157.06,NONCYCLICAL,FOODDRINKMFR,157.06,217371.04,113.13,7.16,-2.57,3.06,3.49,2.93,26.38,3.24,36.73,23.63,21.7,12.0,137.06,2.7
192,PETQ:USA 3M 1Y 3YPETQ:USA3M1Y3Y Customize...,PetIQ Inc,14.97,HEALTHCARE,HCAREMISC,14.97,438.2,6.63,-63.3,2.67,-2.71,8.73,0.0,,1.51,,12.35,9.68,1.69,61.61,0.46
193,PETS:USA 3M 1Y 3YPETS:USA3M1Y3Y Customize...,PetMed Express Inc,20.65,CYCLICALS,RETAILOTHER,20.65,433.22,8.67,-39.1,2.28,1.0,8.34,5.81,18.29,1.44,40.75,18.66,16.56,2.95,,1.54
194,PFE:USA 3M 1Y 3YPFE:USA3M1Y3Y Customize...,Pfizer Inc,46.53,HEALTHCARE,BIOPHARMAOTHER,46.53,260149.22,533.0,18.04,-8.13,-1.84,-2.07,3.44,20.36,,3.64,6.91,8.64,3.25,11.66,2.89
195,PFG:USA 3M 1Y 3YPFG:USA3M1Y3Y Customize...,Principal Financial Group Inc,63.86,FINANCIAL,INVESTSVCE,63.86,16105.49,37.66,3.64,-8.44,5.55,-2.38,4.01,11.0,1.16,54.26,9.65,8.35,1.42,7.3,1.19
196,PFGC:USA 3M 1Y 3YPFGC:USA3M1Y3Y Customize...,PERFORMANCE FOOD GROUP COMPANY,41.27,CONSUMERSVCE,HOSPITALITY,41.27,6326.69,30.21,-15.48,-3.28,-0.05,2.78,0.0,,0.6,36.67,16.12,12.62,1.99,89.53,0.14
197,PFS:USA 3M 1Y 3YPFS:USA3M1Y3Y Customize...,Provident Financial Services Inc.,21.68,FINANCIAL,BANKSUSA,21.68,1645.12,7.37,-8.68,-1.28,4.64,4.78,4.43,13.87,,25.01,9.87,9.26,1.02,20.85,3.37
198,PFSI:USA 3M 1Y 3YPFSI:USA3M1Y3Y Customize...,PennyMac Financial Services Inc,41.11,FINANCIAL,BANKSMORTG,41.11,2275.09,13.53,-34.94,-11.46,1.36,-5.4,1.95,2.53,,6.38,6.19,4.83,0.71,0.29,0.62
199,PG:USA 3M 1Y 3YPG:USA3M1Y3Y Customize...,Procter & Gamble Co (The),132.36,NONCYCLICAL,PERSONALCAREPRODUCT,132.36,317570.94,158.1,-0.53,-6.59,0.36,-0.53,2.76,25.17,3.85,5.4,22.65,21.32,7.5,63.81,4.21
200,PGNY:USA 3M 1Y 3YPGNY:USA3M1Y3Y Customize...,Progyny Inc,26.79,HEALTHCARE,HCARESUPPORT,26.79,2457.75,14.51,-58.01,-23.85,0.07,-17.79,0.0,84.23,,,285.0,74.01,9.57,228.96,4.86
201,PGR:USA 3M 1Y 3YPGR:USA3M1Y3Y Customize...,Progressive Corp (The),109.56,FINANCIAL,INSURANCE,109.56,64081.65,59.59,15.81,-0.78,1.28,5.28,1.73,9.61,0.8,88.66,23.46,18.01,3.88,10.28,1.34
202,PGRE:USA 3M 1Y 3YPGRE:USA3M1Y3Y Customize...,Paramount Group Inc,7.41,FINANCIAL,REIT,7.41,1623.36,44.91,-31.58,-15.22,-1.94,-9.16,4.18,,,,,684.02,0.45,26.89,2.22
203,PGTI:USA 3M 1Y 3YPGTI:USA3M1Y3Y Customize...,PGT Innovations Inc,16.13,MATERIALS,MATCONSTR,16.13,966.2,6.14,-27.93,-16.73,-0.97,-10.67,0.0,36.49,,33.13,9.23,8.56,1.75,20.51,0.78
204,PH:USA 3M 1Y 3YPH:USA3M1Y3Y Customize...,Parker-Hannifin Corp,236.37,INDUSTRIAL,MACHINE,236.37,30343.29,14.91,-17.94,-10.02,-0.2,-3.96,2.25,27.18,1.1,33.93,12.95,12.07,3.44,20.85,1.97
205,PHM:USA 3M 1Y 3YPHM:USA3M1Y3Y Customize...,PulteGroup Inc,36.25,CYCLICALS,HOMEBUILDMANUF,36.25,8686.3,62.06,-33.12,-13.01,-10.22,-6.95,1.66,10.73,0.22,-6.67,3.34,3.27,1.21,10.56,0.62
206,PHR:USA 3M 1Y 3YPHR:USA3M1Y3Y Customize...,Phreesia Inc,20.2,HEALTHCARE,HCARESUPPORT,20.2,1054.06,15.14,-64.55,19.46,0.07,25.52,0.0,,,,,,2.75,,4.6
207,PI:USA 3M 1Y 3YPI:USA3M1Y3Y Customize...,Impinj Inc,49.39,TECH,SEMIMFR,49.39,1245.62,6.67,0.51,7.79,-2.15,13.85,0.0,,,,285.73,78.75,,,6.23
208,PII:USA 3M 1Y 3YPII:USA3M1Y3Y Customize...,Polaris Inc,97.54,CYCLICALS,LEISURE,97.54,5803.63,15.52,-26.53,-3.43,-3.08,2.63,2.62,33.54,,1.7,9.78,8.74,5.34,,0.73
